contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
letter,Ultrafast charge transfer in atomically thin MoS2/WS2 heterostructures,,[],False,"[""Xiaoping Hong"", ""Jonghwan Kim"", ""Su-Fei Shi"", ""Yu Zhang"", ""Chenhao Jin"", ""Yinghui Sun"", ""Sefaattin Tongay"", ""Junqiao Wu"", ""Yanfeng Zhang"", ""Feng Wang""]","Hong, X., Kim, J., Shi, SF. et al. Ultrafast charge transfer in atomically thin MoS2/WS2heterostructures. Nature Nanotech9, 682–686 (2014).",11000,62,1163,aplusplus,10.1038/nnano.2014.167,https://doi.org/10.1038/nnano.2014.167,,9,nnano,nature nanotechnology,1408838400,2014-08-24,solar-cells;two-dimensional-materials,https://www.nature.com/articles/nnano.2014.167,9
letter,Bright light-emitting diodes based on organometal halide perovskite,,[],False,"[""Zhi-Kuang Tan"", ""Reza Saberi Moghaddam"", ""May Ling Lai"", ""Pablo Docampo"", ""Ruben Higler"", ""Felix Deschler"", ""Michael Price"", ""Aditya Sadhanala"", ""Luis M. Pazos"", ""Dan Credgington"", ""Fabian Hanusch"", ""Thomas Bein"", ""Henry J. Snaith"", ""Richard H. Friend""]","Tan, ZK., Moghaddam, R., Lai, M. et al. Bright light-emitting diodes based on organometal halide perovskite. Nature Nanotech9, 687–692 (2014).",13000,156,2351,aplusplus,10.1038/nnano.2014.149,https://doi.org/10.1038/nnano.2014.149,,9,nnano,nature nanotechnology,1407024000,2014-08-03,electronic-devices;electronics-photonics-and-device-physics;inorganic-leds,https://www.nature.com/articles/nnano.2014.149,9
letter,Remote control of myosin and kinesin motors using light-activated gearshifting,,[],False,"[""Muneaki Nakamura"", ""Lu Chen"", ""Stuart C. Howes"", ""Tony D. Schindler"", ""Eva Nogales"", ""Zev Bryant""]","Nakamura, M., Chen, L., Howes, S. et al. Remote control of myosin and kinesin motors using light-activated gearshifting. Nature Nanotech9, 693–697 (2014).",738,84,47,aplusplus,10.1038/nnano.2014.147,https://doi.org/10.1038/nnano.2014.147,,9,nnano,nature nanotechnology,1407024000,2014-08-03,nanobiotechnology,https://www.nature.com/articles/nnano.2014.147,9
letter,Design and self-assembly of simple coat proteins for artificial viruses,,[],False,"[""Armando Hernandez-Garcia"", ""Daniela J. Kraft"", ""Anne F. J. Janssen"", ""Paul H. H. Bomans"", ""Nico A. J. M. Sommerdijk"", ""Dominique M. E. Thies-Weesie"", ""Marco E. Favretto"", ""Roland Brock"", ""Frits A. de Wolf"", ""Marc W. T. Werten"", ""Paul van der Schoot"", ""Martien Cohen Stuart"", ""Renko de Vries""]","Hernandez-Garcia, A., Kraft, D., Janssen, A. et al. Design and self-assembly of simple coat proteins for artificial viruses. Nature Nanotech9, 698–702 (2014).",932,21,104,aplusplus,10.1038/nnano.2014.169,https://doi.org/10.1038/nnano.2014.169,,9,nnano,nature nanotechnology,1408838400,2014-08-24,drug-delivery;molecular-self-assembly;nanoparticles;supramolecular-polymers,https://www.nature.com/articles/nnano.2014.169,9
article,Direct determination of spin–orbit interaction coefficients and realization of the persistent spin helix symmetry,"<p>The spin&#8211;orbit interaction plays a crucial role in diverse fields of condensed matter, including the investigation of Majorana fermions, topological insulators, quantum information and spintronics. In III&#8211;V zinc-blende semiconductor heterostructures, two types of spin&#8211;orbit interaction&#8212;Rashba and Dresselhaus&#8212;act on the electron spin as effective magnetic fields with different directions. They are characterized by coefficients &#945; and &#946;, respectively. When &#945; is equal to &#946;, the so-called persistent spin helix symmetry is realized. In this condition, invariance with respect to spin rotations is achieved even&#8197;in the presence of the spin&#8211;orbit interaction, implying strongly enhanced spin lifetimes for spatially periodic spin modes. Existing methods to evaluate &#945;/&#946; require fitting analyses that often include ambiguity in the parameters used. Here, we experimentally demonstrate a simple and fitting parameter-free technique to determine &#945;/&#946; and to deduce the absolute values of &#945; and &#946;. The method is based on the detection of the effective magnetic field direction and the strength induced by the two spin&#8211;orbit interactions. Moreover, we observe the persistent spin helix symmetry by gate tuning.</p>",[],False,"[""A. Sasaki"", ""S. Nonaka"", ""Y. Kunihashi"", ""M. Kohda"", ""T. Bauernfeind"", ""T. Dollinger"", ""K. Richter"", ""J. Nitta""]","Sasaki, A., Nonaka, S., Kunihashi, Y. et al. Direct determination of spin–orbit interaction coefficients and realization of the persistent spin helix symmetry. Nature Nanotech9, 703–709 (2014).",585,25,56,aplusplus,10.1038/nnano.2014.128,https://doi.org/10.1038/nnano.2014.128,,9,nnano,nature nanotechnology,1405209600,2014-07-13,spintronics,https://www.nature.com/articles/nnano.2014.128,9
article,Freezing and thawing of artificial ice by thermal switching of geometric frustration in magnetic flux lattices,"<p>The problem of an ensemble of repulsive particles on a potential-energy landscape is common to many physical systems and has been studied in multiple artificial playgrounds. However, the latter usually involve fixed energy landscapes, thereby impeding in situ investigations of the particles&#8217; collective response to controlled changes in the landscape geometry. Here, we experimentally realize a system in which the geometry of the potential-energy landscape can be switched using temperature as the control knob. This realization is based on a high-temperature superconductor in which we engineer a nanoscale spatial modulation of the superconducting condensate. Depending on the temperature, the flux quanta induced by an applied magnetic field see either a geometrically frustrated energy landscape that favours an ice-like flux ordering, or an unfrustrated landscape that yields a periodic flux distribution. This effect is reflected in a dramatic change in the superconductor's magneto-transport. The thermal switching of the energy landscape geometry opens new opportunities for the study of ordering and reorganization in repulsive particle manifolds.</p>",[],False,"[""J. Trastoy"", ""M. Malnou"", ""C. Ulysse"", ""R. Bernard"", ""N. Bergeal"", ""G. Faini"", ""J. Lesueur"", ""J. Briatico"", ""Javier E. Villegas""]","Trastoy, J., Malnou, M., Ulysse, C. et al. Freezing and thawing of artificial ice by thermal switching of geometric frustration in magnetic flux lattices. Nature Nanotech9, 710–715 (2014).",290,4,51,aplusplus,10.1038/nnano.2014.158,https://doi.org/10.1038/nnano.2014.158,,9,nnano,nature nanotechnology,1408233600,2014-08-17,electronic-properties-and-materials;superconducting-properties-and-materials,https://www.nature.com/articles/nnano.2014.158,9
article,Biocomputing based on particle disassembly,"<p>Nanoparticles with biocomputing capabilities could potentially be used to create sophisticated robotic devices with a variety of biomedical applications, including intelligent sensors and theranostic agents. DNA/RNA-based computing techniques have already been developed that can offer a complete set of Boolean logic functions and have been used, for example, to analyse cells and deliver molecular payloads. However, the computing potential of particle-based systems remains relatively unexplored. Here, we show that almost any type of nanoparticle or microparticle can be transformed into autonomous biocomputing structures that are capable of implementing a functionally complete set of Boolean logic gates (YES, NOT, AND and OR) and binding to a target as result of a computation. The logic-gating functionality is incorporated into self-assembled particle/biomolecule interfaces (demonstrated here with proteins) and the logic gating is achieved through input-induced disassembly of the structures. To illustrate the capabilities of the approach, we show that the structures can be used for logic-gated cell targeting and advanced immunoassays.</p>",[],False,"[""Maxim P. Nikitin"", ""Victoria O. Shipunova"", ""Sergey M. Deyev"", ""Petr I. Nikitin""]","Nikitin, M., Shipunova, V., Deyev, S. et al. Biocomputing based on particle disassembly. Nature Nanotech9, 716–722 (2014).",852,140,87,aplusplus,10.1038/nnano.2014.156,https://doi.org/10.1038/nnano.2014.156,,9,nnano,nature nanotechnology,1408233600,2014-08-17,analytical-chemistry;drug-delivery;nanoparticles;nanosensors,https://www.nature.com/articles/nnano.2014.156,9
erratum,Erratum: Metal-enhanced fluorescence of colloidal nanocrystals with nanoscale control,,[],True,"[""P. P. Pompa"", ""L. Martiradonna"", ""A. Della Torre"", ""F. Della Sala"", ""L. Manna"", ""M. De Vittorio"", ""F. Calabi"", ""R. Cingolani"", ""R. Rinaldi""]","Pompa, P., Martiradonna, L., Torre, A. et al. Erratum: Metal-enhanced fluorescence of colloidal nanocrystals with nanoscale control. Nature Nanotech9, 723 (2014).",228,1,5,aplusplus,10.1038/nnano.2014.179,https://doi.org/10.1038/nnano.2014.179,,9,nnano,nature nanotechnology,1409702400,2014-09-03,,https://www.nature.com/articles/nnano.2014.179,9
corrigendum,Correction: Corrigendum: A carbon nanotube–polymer composite for T-cell therapy,,[],True,"[""Tarek R. Fadel"", ""Fiona A. Sharp"", ""Nalini Vudattu"", ""Ragy Ragheb"", ""Justin Garyu"", ""Dongin Kim"", ""Enping Hong"", ""Nan Li"", ""Gary L. Haller"", ""Lisa D. Pfefferle"", ""Sune Justesen"", ""Kevan C. Herold"", ""Tarek M. Fahmy""]","Fadel, T., Sharp, F., Vudattu, N. et al. Correction: Corrigendum: A carbon nanotube–polymer composite for T-cell therapy. Nature Nanotech9, 723 (2014).",131,18,5,aplusplus,10.1038/nnano.2014.197,https://doi.org/10.1038/nnano.2014.197,,9,nnano,nature nanotechnology,1409702400,2014-09-03,,https://www.nature.com/articles/nnano.2014.197,9
in the classroom,The shifting roles of museums,,[],True,"[""Ai Lin Chun""]","Chun, A. The shifting roles of museums. Nature Nanotech9, 724 (2014).",217,14,0,aplusplus,10.1038/nnano.2014.191,https://doi.org/10.1038/nnano.2014.191,,9,nnano,nature nanotechnology,1409702400,2014-09-03,education,https://www.nature.com/articles/nnano.2014.191,9
