contentType,title,abstract,abstract_cn,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,normed_countrys,normed_unique_universitys,normed_universitys,publishedAt,publishedAtString,subjects,title_cn,url,volume
research highlights,"Quantum 'back action' at the nanoscale, scaffolds for nanocrystals, SERS tackles live samples, mass spectrometry for lipids, and more",,,,[],True,[],"Quantum 'back action' at the nanoscale, scaffolds for nanocrystals, SERS tackles live samples, mass spectrometry for lipids, and more. Nature Nanotech1, 88–89 (2006).",18,0,0,aplusplus,10.1038/nnano.2006.108,https://doi.org/10.1038/nnano.2006.108,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,纳米级的量子“反作用”，纳米晶体的支架，SERS处理活样品，脂质的质谱分析等等 ,https://www.nature.com/articles/nnano.2006.108,1
research highlights,Top down bottom up: Viruses beware,,,,[],True,[],"Top down bottom up: Viruses beware. Nature Nanotech1, 89 (2006).",17,0,0,aplusplus,10.1038/nnano.2006.108a,https://doi.org/10.1038/nnano.2006.108a,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,自上而下自上而下：谨防病毒 ,https://www.nature.com/articles/nnano.2006.108a,1
news & views,Crossing boundaries and borders,,,,[],True,"[""Lou-F\u00e9 Feiner""]","Feiner, LF. Crossing boundaries and borders. Nature Nanotech1, 91–92 (2006).",34,0,12,aplusplus,10.1038/nnano.2006.112,https://doi.org/10.1038/nnano.2006.112,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,跨越国界 ,https://www.nature.com/articles/nnano.2006.112,1
news & views,Seeing the benefits of ceria,,,,[],True,"[""Gabriel A. Silva""]","Silva, G. Seeing the benefits of ceria. Nature Nanotech1, 92–94 (2006).",91,0,57,aplusplus,10.1038/nnano.2006.111,https://doi.org/10.1038/nnano.2006.111,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,看到氧化铈的好处 ,https://www.nature.com/articles/nnano.2006.111,1
news & views,Towering forests of nanotube trees,,,,[],True,"[""Ray H. Baughman""]","Baughman, R. Towering forests of nanotube trees. Nature Nanotech1, 94–96 (2006).",37,0,12,aplusplus,10.1038/nnano.2006.109,https://doi.org/10.1038/nnano.2006.109,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,碳纳米管树的参天森林 ,https://www.nature.com/articles/nnano.2006.109,1
news & views,Saving the world with nanotechnology,,,,[],True,"[""Donna J. Nelson"", ""Michael Strano""]","Nelson, D., Strano, M. Saving the world with nanotechnology. Nature Nanotech1, 96–97 (2006).",52,3,8,aplusplus,10.1038/nnano.2006.113,https://doi.org/10.1038/nnano.2006.113,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,用纳米技术拯救世界 ,https://www.nature.com/articles/nnano.2006.113,1
news & views,Spin doctors play with single electrons,,,,[],True,"[""Steven C. Erwin""]","Erwin, S. Spin doctors play with single electrons. Nature Nanotech1, 98–99 (2006).",14,0,3,aplusplus,10.1038/nnano.2006.117,https://doi.org/10.1038/nnano.2006.117,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,自旋医生玩单电子 ,https://www.nature.com/articles/nnano.2006.117,1
news & views,Biomaterials: Close to the bone,,,,[],True,"[""Jessica Thomas""]","Thomas, J. Biomaterials: Close to the bone. Nature Nanotech1, 99 (2006).",23,0,1,aplusplus,10.1038/nnano.2006.118,https://doi.org/10.1038/nnano.2006.118,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,生物材料：贴近骨骼 ,https://www.nature.com/articles/nnano.2006.118,1
news & views,DNA off the Hooke,,,,[],True,"[""Rudolf Podgornik""]","Podgornik, R. DNA off the Hooke. Nature Nanotech1, 100–101 (2006).",54,2,9,aplusplus,10.1038/nnano.2006.114,https://doi.org/10.1038/nnano.2006.114,,2,nnano,nature nanotechnology,,,,1162339200,2006-11-01,,DNA脱了胡克 ,https://www.nature.com/articles/nnano.2006.114,1
research highlights,"Computation with DNA, quantum dots boost flash memories, magnetic nanoparticles in sperm cells, and much more",,,,[],True,[],"Computation with DNA, quantum dots boost flash memories, magnetic nanoparticles in sperm cells, and much more. Nature Nanotech1, 160–161 (2006).",17,0,0,aplusplus,10.1038/nnano.2006.158,https://doi.org/10.1038/nnano.2006.158,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,用DNA计算，量子点可增强闪存，精细胞中的磁性纳米颗粒等 ,https://www.nature.com/articles/nnano.2006.158,1
research highlights,Top down bottom up: Organics take control,,,,[],True,[],"Top down bottom up: Organics take control. Nature Nanotech1, 161 (2006).",16,0,0,aplusplus,10.1038/nnano.2006.149,https://doi.org/10.1038/nnano.2006.149,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,自上而下自下而上：有机物控制 ,https://www.nature.com/articles/nnano.2006.149,1
news & views,Buckling down for flexible electronics,,,,[],True,"[""Xianmao Lu"", ""Younan Xia""]","Lu, X., Xia, Y. Buckling down for flexible electronics. Nature Nanotech1, 163–164 (2006).",269,3,100,aplusplus,10.1038/nnano.2006.157,https://doi.org/10.1038/nnano.2006.157,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,屈曲下来以获得柔性电子 ,https://www.nature.com/articles/nnano.2006.157,1
news & views,Live-action alloy nanowires,,,,[],True,"[""Jan van Ruitenbeek""]","van Ruitenbeek, J. Live-action alloy nanowires. Nature Nanotech1, 164–165 (2006).",18,0,1,aplusplus,10.1038/nnano.2006.159,https://doi.org/10.1038/nnano.2006.159,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,活性合金纳米线 ,https://www.nature.com/articles/nnano.2006.159,1
news & views,New material stops bleeding in a hurry,,,,[],True,"[""Jeffrey D. Hartgerink""]","Hartgerink, J. New material stops bleeding in a hurry. Nature Nanotech1, 166–167 (2006).",47,3,9,aplusplus,10.1038/nnano.2006.148,https://doi.org/10.1038/nnano.2006.148,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,新材料制止流血 ,https://www.nature.com/articles/nnano.2006.148,1
news & views,Super-semiconducting nanowires,,,,[],True,"[""Wolfgang Belzig""]","Belzig, W. Super-semiconducting nanowires. Nature Nanotech1, 167–168 (2006).",57,6,4,aplusplus,10.1038/nnano.2006.161,https://doi.org/10.1038/nnano.2006.161,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,超半导体纳米线 ,https://www.nature.com/articles/nnano.2006.161,1
news & views,Another brick in the wall,,,,[],True,"[""Shuguang Zhang""]","Zhang, S. Another brick in the wall. Nature Nanotech1, 169–170 (2006).",66,0,16,aplusplus,10.1038/nnano.2006.154,https://doi.org/10.1038/nnano.2006.154,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,在墙上的另一块砖 ,https://www.nature.com/articles/nnano.2006.154,1
news & views,Surface patterning: Fullerenes line up,,,,[],True,"[""Ai Lin Chun""]","Chun, A. Surface patterning: Fullerenes line up. Nature Nanotech1, 170 (2006).",15,0,4,aplusplus,10.1038/nnano.2006.160,https://doi.org/10.1038/nnano.2006.160,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,表面图案：富勒烯排列 ,https://www.nature.com/articles/nnano.2006.160,1
news & views,New life for the 'dead layer',,,,[],True,"[""Karin M. Rabe""]","Rabe, K. New life for the 'dead layer'. Nature Nanotech1, 171–172 (2006).",79,0,13,aplusplus,10.1038/nnano.2006.162,https://doi.org/10.1038/nnano.2006.162,,3,nnano,nature nanotechnology,,,,1164931200,2006-12-01,,“死亡层”的新生活 ,https://www.nature.com/articles/nnano.2006.162,1
research highlights,"Magnetic nanoparticles could lead to clean water, plus superhydrophobic surfaces, anti-fouling films and self-assembled rotaxanes",,,,[],True,[],"Magnetic nanoparticles could lead to clean water, plus superhydrophobic surfaces, anti-fouling films and self-assembled rotaxanes. Nature Nanotech2, 14–15 (2007).",35,0,1,aplusplus,10.1038/nnano.2006.189,https://doi.org/10.1038/nnano.2006.189,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,磁性纳米粒子可能会产生清洁的水，以及超疏水表面，防污膜和自组装轮烷 ,https://www.nature.com/articles/nnano.2006.189,2
research highlights,Top down bottom up: Opposites attract,,,,[],True,[],"Top down bottom up: Opposites attract. Nature Nanotech2, 15 (2007).",16,0,1,aplusplus,10.1038/nnano.2006.190,https://doi.org/10.1038/nnano.2006.190,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,自上而下，自下而上：对立吸引 ,https://www.nature.com/articles/nnano.2006.190,2
news & views,Cloning carbon,,,,[],True,"[""Zhifeng Ren""]","Ren, Z. Cloning carbon. Nature Nanotech2, 17–18 (2007).",60,0,26,aplusplus,10.1038/nnano.2006.192,https://doi.org/10.1038/nnano.2006.192,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,克隆碳 ,https://www.nature.com/articles/nnano.2006.192,2
news & views,Measuring more than mass,,,,[],True,"[""Harold Craighead""]","Craighead, H. Measuring more than mass. Nature Nanotech2, 18–19 (2007).",46,0,35,aplusplus,10.1038/nnano.2006.181,https://doi.org/10.1038/nnano.2006.181,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,比质量更重要 ,https://www.nature.com/articles/nnano.2006.181,2
news & views,Nanotechnology tackles tumours,,,,[],True,"[""Yuanfang Liu"", ""Haifang Wang""]","Liu, Y., Wang, H. Nanotechnology tackles tumours. Nature Nanotech2, 20–21 (2007).",81,3,56,aplusplus,10.1038/nnano.2006.188,https://doi.org/10.1038/nnano.2006.188,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,纳米技术解决肿瘤 ,https://www.nature.com/articles/nnano.2006.188,2
news & views,Catalysts on the edge,,,,[],True,"[""Sibylle Gemming"", ""Gotthard Seifert""]","Gemming, S., Seifert, G. Catalysts on the edge. Nature Nanotech2, 21–22 (2007).",55,0,20,aplusplus,10.1038/nnano.2006.195,https://doi.org/10.1038/nnano.2006.195,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,边缘催化剂 ,https://www.nature.com/articles/nnano.2006.195,2
news & views,The heat is on — and off,,,,[],True,"[""Giulio Casati""]","Casati, G. The heat is on — and off. Nature Nanotech2, 23–24 (2007).",25,0,46,aplusplus,10.1038/nnano.2006.191,https://doi.org/10.1038/nnano.2006.191,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,热量一直打开和关闭 ,https://www.nature.com/articles/nnano.2006.191,2
news & views,Polymer structures: Getting to grips with complex liquids,,,,[],True,"[""Peter Rodgers""]","Rodgers, P. Polymer structures: Getting to grips with complex liquids. Nature Nanotech2, 24 (2007).",18,0,0,aplusplus,10.1038/nnano.2006.196,https://doi.org/10.1038/nnano.2006.196,,1,nnano,nature nanotechnology,,,,1167609600,2007-01-01,,聚合物结构：掌握复杂的液体 ,https://www.nature.com/articles/nnano.2006.196,2
research highlights,"Ice crystals in nanotubes, plus optical tweezers for nanosurgery, organic electronics and a molecular 'rack-and-pinion' device",,,,[],True,[],"Ice crystals in nanotubes, plus optical tweezers for nanosurgery, organic electronics and a molecular 'rack-and-pinion' device. Nature Nanotech2, 74–75 (2007).",12,0,0,aplusplus,10.1038/nnano.2007.13,https://doi.org/10.1038/nnano.2007.13,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,纳米管中的冰晶，以及用于纳米外科手术的光镊，有机电子产品和分子“齿轮齿条”装置 ,https://www.nature.com/articles/nnano.2007.13,2
research highlights,Top down bottom up: Making connections,,,,[],True,[],"Top down bottom up: Making connections. Nature Nanotech2, 75 (2007).",244,0,1,aplusplus,10.1038/nnano.2007.17,https://doi.org/10.1038/nnano.2007.17,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,自上而下，自下而上：建立连接 ,https://www.nature.com/articles/nnano.2007.17,2
news & views,Self-assembly is ready to roll,,,,[],True,"[""Walter F. Smith""]","Smith, W. Self-assembly is ready to roll. Nature Nanotech2, 77–78 (2007).",32,0,18,aplusplus,10.1038/nnano.2007.14,https://doi.org/10.1038/nnano.2007.14,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,自组装已准备就绪 ,https://www.nature.com/articles/nnano.2007.14,2
news & views,A fork in the nano-road,,,,[],True,"[""Robert Austin""]","Austin, R. A fork in the nano-road. Nature Nanotech2, 79–80 (2007).",75,0,33,aplusplus,10.1038/nnano.2007.18,https://doi.org/10.1038/nnano.2007.18,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,纳米路的叉子 ,https://www.nature.com/articles/nnano.2007.18,2
news & views,Going round in circles,,,,[],True,"[""Stuart Cantrill""]","Cantrill, S. Going round in circles. Nature Nanotech2, 80 (2007).",9,0,0,aplusplus,10.1038/nnano.2007.24,https://doi.org/10.1038/nnano.2007.24,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,绕圈转 ,https://www.nature.com/articles/nnano.2007.24,2
news & views,"Small strains, big gains",,,,[],True,"[""John Mamin""]","Mamin, J. Small strains, big gains. Nature Nanotech2, 81–82 (2007).",37,0,3,aplusplus,10.1038/nnano.2007.11,https://doi.org/10.1038/nnano.2007.11,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,小应变，大收益 ,https://www.nature.com/articles/nnano.2007.11,2
news & views,Reinventing the wheel,,,,[],True,"[""Saw-Wai Hla""]","Hla, SW. Reinventing the wheel. Nature Nanotech2, 82–84 (2007).",29,1,7,aplusplus,10.1038/nnano.2007.16,https://doi.org/10.1038/nnano.2007.16,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,重新发明轮子 ,https://www.nature.com/articles/nnano.2007.16,2
news & views,Logic goes in vitro,,,,[],True,"[""Ehud Shapiro"", ""Binyamin Gil""]","Shapiro, E., Gil, B. Logic goesin vitro. Nature Nanotech2, 84–85 (2007).",33,0,39,aplusplus,10.1038/nnano.2007.23,https://doi.org/10.1038/nnano.2007.23,,2,nnano,nature nanotechnology,,,,1170288000,2007-02-01,,逻辑在体外 ,https://www.nature.com/articles/nnano.2007.23,2
research highlights,"Making nanomechanical resonators from graphene, plus a molecular carrier, reducing oxidative stress with quantum dots, a tour de force for molecular memory and more",,,,[],True,[],"Making nanomechanical resonators from graphene, plus a molecular carrier, reducing oxidative stress with quantum dots, a tour de force for molecular memory and more. Nature Nanotech2, 132–133 (2007).",26,0,0,aplusplus,10.1038/nnano.2007.56,https://doi.org/10.1038/nnano.2007.56,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,用石墨烯制造纳米机械谐振器，再加上分子载体，用量子点减少氧化应力，为分子记忆提供动力，等等 ,https://www.nature.com/articles/nnano.2007.56,2
research highlights,Top down bottom up: Chalk and talk,,,,[],True,[],"Top down bottom up: Chalk and talk. Nature Nanotech2, 133 (2007).",13,0,1,aplusplus,10.1038/nnano.2007.57,https://doi.org/10.1038/nnano.2007.57,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,自上而下，自下而上：对话 ,https://www.nature.com/articles/nnano.2007.57,2
news & views,Knowledge is power!,,,,[],True,"[""Anthony P. Davis""]","Davis, A. Knowledge is power!. Nature Nanotech2, 135–136 (2007).",35,0,4,aplusplus,10.1038/nnano.2007.52,https://doi.org/10.1038/nnano.2007.52,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,知识就是力量！ ,https://www.nature.com/articles/nnano.2007.52,2
news & views,Coaxing light into small spaces,,,,[],True,"[""Tineke Thio""]","Thio, T. Coaxing light into small spaces. Nature Nanotech2, 136–138 (2007).",50,0,11,aplusplus,10.1038/nnano.2007.53,https://doi.org/10.1038/nnano.2007.53,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,将光线引入狭小的空间 ,https://www.nature.com/articles/nnano.2007.53,2
news & views,Enzymes on nanotubes thwart fouling,,,,[],True,"[""Phillip B. Messersmith"", ""Marcus Textor""]","Messersmith, P., Textor, M. Enzymes on nanotubes thwart fouling. Nature Nanotech2, 138–139 (2007).",44,0,19,aplusplus,10.1038/nnano.2007.51,https://doi.org/10.1038/nnano.2007.51,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,纳米管上的酶阻止结垢 ,https://www.nature.com/articles/nnano.2007.51,2
news & views,Resolving the identity crisis,,,,[],True,"[""Jessica Thomas""]","Thomas, J. Resolving the identity crisis. Nature Nanotech2, 139 (2007).",21,0,0,aplusplus,10.1038/nnano.2007.54,https://doi.org/10.1038/nnano.2007.54,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,解决身份危机 ,https://www.nature.com/articles/nnano.2007.54,2
news & views,Looking inside cell walls,,,,[],True,"[""James Hone"", ""Lance Kam""]","Hone, J., Kam, L. Looking inside cell walls. Nature Nanotech2, 140–141 (2007).",10,0,6,aplusplus,10.1038/nnano.2007.48,https://doi.org/10.1038/nnano.2007.48,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,在细胞壁内看 ,https://www.nature.com/articles/nnano.2007.48,2
news & views,Nanowire lasers go organic,,,,[],True,"[""Russell J. Holmes""]","Holmes, R. Nanowire lasers go organic. Nature Nanotech2, 141–142 (2007).",34,0,15,aplusplus,10.1038/nnano.2007.50,https://doi.org/10.1038/nnano.2007.50,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,纳米线激光器走向有机 ,https://www.nature.com/articles/nnano.2007.50,2
news & views,New twist for ballistic transport,,,,[],True,"[""Mark Johnson""]","Johnson, M. New twist for ballistic transport. Nature Nanotech2, 143–144 (2007).",18,0,3,aplusplus,10.1038/nnano.2007.49,https://doi.org/10.1038/nnano.2007.49,,3,nnano,nature nanotechnology,,,,1172707200,2007-03-01,,弹道运输的新局面 ,https://www.nature.com/articles/nnano.2007.49,2
research highlights,"Friction at the nanoscale, nanofluidic diodes, rewriting with dip-pen nanolithography and more",,,,[],True,[],"Friction at the nanoscale, nanofluidic diodes, rewriting with dip-pen nanolithography and more. Nature Nanotech2, 196–197 (2007).",20,0,1,aplusplus,10.1038/nnano.2007.95,https://doi.org/10.1038/nnano.2007.95,,4,nnano,nature nanotechnology,,,,1175385600,2007-04-01,,纳米级的摩擦，纳米流体二极管，浸入式纳米光刻技术的改写等等 ,https://www.nature.com/articles/nnano.2007.95,2
research highlights,Top down bottom up: Joining forces,,,,[],True,[],"Top down bottom up: Joining forces. Nature Nanotech2, 197 (2007).",15,0,0,aplusplus,10.1038/nnano.2007.96,https://doi.org/10.1038/nnano.2007.96,,4,nnano,nature nanotechnology,,,,1175385600,2007-04-01,,自上而下自上而下：联合 ,https://www.nature.com/articles/nnano.2007.96,2
news & views,From strength to strength,,,,[],True,"[""Jeroen van den Brink""]","van den Brink, J. From strength to strength. Nature Nanotech2, 199–201 (2007).",127,0,70,aplusplus,10.1038/nnano.2007.91,https://doi.org/10.1038/nnano.2007.91,,4,nnano,nature nanotechnology,,,,1175385600,2007-04-01,,从力量到力量 ,https://www.nature.com/articles/nnano.2007.91,2
